,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2021-11-07 06:00:00,51.0764,0.0,7.8038926,332.7005
1,2021-11-07 07:00:00,49.3664,0.0,6.843904,348.6901
2,2021-11-07 08:00:00,47.836403,0.0,5.8162003,337.3801
3,2021-11-07 09:00:00,46.5764,0.0,4.6116934,337.1663
4,2021-11-07 10:00:00,45.4964,0.0,2.608768,329.03632
5,2021-11-07 11:00:00,45.6764,0.0,1.5006253,296.56497
6,2021-11-07 12:00:00,48.9164,0.0,0.31635958,44.999897
7,2021-11-07 13:00:00,48.6464,0.0,0.31635958,315.0001
8,2021-11-07 14:00:00,50.7164,0.0,1.5817978,261.87
9,2021-11-07 15:00:00,53.6864,0.0,2.2813013,281.3099
10,2021-11-07 16:00:00,58.8164,0.0,2.608768,300.96368
11,2021-11-07 17:00:00,63.4064,0.0,2.6937048,318.36655
12,2021-11-07 18:00:00,67.3664,0.0,2.829606,341.56494
13,2021-11-07 19:00:00,70.2464,0.0,2.2481573,5.7105074
14,2021-11-07 20:00:00,72.0464,0.0,1.8446774,345.9637
15,2021-11-07 21:00:00,73.3964,0.0,3.1793742,309.28937
16,2021-11-07 22:00:00,73.5764,0.0,4.52958,302.90524
17,2021-11-07 23:00:00,72.946396,0.0,7.3037286,297.3498
18,2021-11-08 00:00:00,69.6164,0.0,13.440628,341.56494
19,2021-11-08 01:00:00,63.8564,0.0,15.737101,5.7105074
20,2021-11-08 02:00:00,60.2564,0.0,10.634577,345.3791
21,2021-11-08 03:00:00,57.6464,0.0,9.976619,317.72638
22,2021-11-08 04:00:00,56.1164,0.0,8.5475645,312.8789
23,2021-11-08 05:00:00,54.4964,0.0,6.847559,308.36752
