,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2019-04-27 20:00:00,55.1003,0.0,8.992629,185.7105
1,2019-04-27 21:00:00,54.7403,0.0,8.826942,188.74608
2,2019-04-27 22:00:00,54.2003,0.0,8.142803,195.94547
3,2019-04-27 23:00:00,53.750298,0.0,7.9058256,205.1148
4,2019-04-28 00:00:00,54.0203,0.0,7.703859,205.82094
5,2019-04-28 01:00:00,51.7703,0.0,7.7265606,202.1095
6,2019-04-28 02:00:00,52.5803,0.0,8.57387,195.12405
7,2019-04-28 03:00:00,55.5503,0.0,9.771363,195.94547
8,2019-04-28 04:00:00,57.8003,0.0,11.399924,195.94547
9,2019-04-28 05:00:00,59.3303,0.0,13.091706,196.88687
10,2019-04-28 06:00:00,60.7703,0.0,15.029577,194.6568
11,2019-04-28 07:00:00,61.8503,0.0,16.71774,192.36249
12,2019-04-28 08:00:00,62.930298,0.0,17.727432,190.17545
13,2019-04-28 09:00:00,63.8303,0.0,17.507294,190.3048
14,2019-04-28 10:00:00,64.2803,0.0,16.675781,186.93425
15,2019-04-28 11:00:00,64.2803,0.0,15.069478,185.96439
16,2019-04-28 12:00:00,63.8303,0.0,12.811586,192.09474
17,2019-04-28 13:00:00,62.5703,0.0,12.695837,194.28113
18,2019-04-28 14:00:00,60.6803,0.0,12.174706,200.4329
19,2019-04-28 15:00:00,58.790302,0.0,11.608715,205.08356
20,2019-04-28 16:00:00,57.9803,0.0,9.678741,213.6901
21,2019-04-28 17:00:00,57.5303,0.0,7.3037276,220.0302
22,2019-04-28 18:00:00,56.9903,0.0,7.2831445,222.5104
23,2019-04-28 19:00:00,57.1703,0.0,7.651717,217.87505
