,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2019-09-07 23:00:00,59.3366,0.03937008,6.949117,56.82148
1,2019-09-08 00:00:00,60.2366,0.0118110245,7.9342575,21.501507
2,2019-09-08 01:00:00,59.6066,0.05511811,10.693234,52.650585
3,2019-09-08 02:00:00,58.7966,0.0,8.5475645,83.99109
4,2019-09-08 03:00:00,58.526604,0.062992126,5.0020843,79.69521
5,2019-09-08 04:00:00,58.166603,0.122047246,4.8290186,13.392516
6,2019-09-08 05:00:00,58.4366,0.122047246,4.1610603,36.253937
7,2019-09-08 06:00:00,58.7066,0.42519686,3.7498956,252.64589
8,2019-09-08 07:00:00,58.4366,0.70866144,9.26939,340.25308
9,2019-09-08 08:00:00,56.9966,0.37401575,13.211563,28.30066
10,2019-09-08 09:00:00,56.5466,0.24409449,10.672153,33.023872
11,2019-09-08 10:00:00,57.5366,0.24803151,4.220763,57.99466
12,2019-09-08 11:00:00,57.5366,0.20866142,6.5792146,35.311302
13,2019-09-08 12:00:00,65.456604,0.01968504,4.2029414,115.20109
14,2019-09-08 13:00:00,66.5366,0.003937008,3.3629484,93.814
15,2019-09-08 14:00:00,67.526596,0.0,0.4474,90.0
16,2019-09-08 15:00:00,67.6166,0.0,1.5817978,188.13002
17,2019-09-08 16:00:00,66.9866,0.0,1.1185,180.0
18,2019-09-08 17:00:00,65.096596,0.0,1.5817978,135.0001
19,2019-09-08 18:00:00,60.776604,0.0,4.2561827,176.98727
20,2019-09-08 19:00:00,59.4266,0.0,2.7306066,214.9921
21,2019-09-08 20:00:00,58.4366,0.03543307,2.3779638,131.18582
22,2019-09-08 21:00:00,57.3566,0.03543307,3.3255396,137.72638
23,2019-09-08 22:00:00,55.8266,0.0,2.5505724,307.87503
