,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2018-06-23 23:00:00,63.788002,0.0,3.3555,216.86998
1,2018-06-24 00:00:00,61.448,0.0,1.7036484,66.801384
2,2018-06-24 01:00:00,61.538002,0.0,3.8225873,69.44387
3,2018-06-24 02:00:00,61.718,0.0,3.9067528,76.75947
4,2018-06-24 03:00:00,61.718,0.0,3.3851953,82.40546
5,2018-06-24 04:00:00,62.618,0.0,3.689355,104.03627
6,2018-06-24 05:00:00,64.598,0.0,4.4063787,113.962494
7,2018-06-24 06:00:00,66.128006,0.0,4.911221,120.0685
8,2018-06-24 07:00:00,68.198,0.0,6.3979764,126.46933
9,2018-06-24 08:00:00,71.257996,0.0,8.541709,135.0001
10,2018-06-24 09:00:00,71.257996,0.0,8.594274,141.34016
11,2018-06-24 10:00:00,72.878006,0.0,9.398062,141.76614
12,2018-06-24 11:00:00,73.778,0.0,8.562189,146.7251
13,2018-06-24 12:00:00,74.678,0.0,6.6057816,151.69934
14,2018-06-24 13:00:00,74.588,0.0,4.0016675,153.43501
15,2018-06-24 14:00:00,72.248,0.0,4.1065865,150.64235
16,2018-06-24 15:00:00,72.968,0.0,2.8647578,128.65984
17,2018-06-24 16:00:00,71.978004,0.0,0.7074015,71.564964
18,2018-06-24 17:00:00,70.898,0.0,1.6285605,105.945465
19,2018-06-24 18:00:00,69.548004,0.0,1.8981575,135.0001
20,2018-06-24 19:00:00,66.668,0.0,2.6937048,228.36655
21,2018-06-24 20:00:00,66.398,0.0,1.360714,350.53775
22,2018-06-24 21:00:00,64.418,0.0,2.8647578,308.65982
23,2018-06-24 22:00:00,62.708,0.0,3.6689527,307.56866
