,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2022-05-21 23:00:00,68.3582,0.0,3.9576569,312.70938
1,2022-05-22 00:00:00,67.728195,0.0,5.6103673,293.49857
2,2022-05-22 01:00:00,66.4682,0.0,4.6116934,292.83368
3,2022-05-22 02:00:00,66.4682,0.0,4.0328093,303.6901
4,2022-05-22 03:00:00,65.6582,0.0,3.8029,298.0724
5,2022-05-22 04:00:00,65.478195,0.0,4.112674,292.3802
6,2022-05-22 05:00:00,65.9282,0.0,3.607054,299.74478
7,2022-05-22 06:00:00,71.0582,0.0,3.963974,286.38962
8,2022-05-22 07:00:00,76.5482,0.0,3.8225873,249.44386
9,2022-05-22 08:00:00,80.8682,0.0,5.3874097,228.36655
10,2022-05-22 09:00:00,85.3682,0.0,6.0191517,228.01286
11,2022-05-22 10:00:00,89.238205,0.0,6.5219193,210.96368
12,2022-05-22 11:00:00,91.7582,0.0,8.488818,198.43504
13,2022-05-22 12:00:00,95.1782,0.0,14.638255,218.79657
14,2022-05-22 13:00:00,94.9982,0.0,11.722392,228.09415
15,2022-05-22 14:00:00,95.0882,0.0,10.981824,213.36638
16,2022-05-22 15:00:00,93.8282,0.0,10.108666,204.86368
17,2022-05-22 16:00:00,90.6782,0.0,9.344664,191.0409
18,2022-05-22 17:00:00,87.3482,0.0,6.491156,181.97488
19,2022-05-22 18:00:00,82.4882,0.0,3.6689527,142.43134
20,2022-05-22 19:00:00,74.6582,0.0,3.702894,115.01687
21,2022-05-22 20:00:00,68.6282,0.0,3.1635957,98.13002
22,2022-05-22 21:00:00,67.2782,0.0,2.4196854,33.6901
23,2022-05-22 22:00:00,66.4682,0.0,1.803527,29.744795
