,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2022-07-23 23:00:00,73.868,0.0,3.414632,301.60745
1,2022-07-24 00:00:00,70.628006,0.0,4.6548953,305.21768
2,2022-07-24 01:00:00,69.368,0.0,2.6937048,4.763556
3,2022-07-24 02:00:00,71.168,0.0,3.8291273,353.29025
4,2022-07-24 03:00:00,72.788,0.0,4.7821593,349.21573
5,2022-07-24 04:00:00,73.507996,0.0,4.5240526,351.4693
6,2022-07-24 05:00:00,75.038,0.0,4.718956,5.4402504
7,2022-07-24 06:00:00,79.718,0.0,4.8856816,15.945477
8,2022-07-24 07:00:00,84.848,0.0,2.3354967,343.3007
9,2022-07-24 08:00:00,88.178,0.0,3.607054,299.74478
10,2022-07-24 09:00:00,90.42799,0.0,4.302955,261.02747
11,2022-07-24 10:00:00,91.778,0.0,6.8621593,250.9743
12,2022-07-24 11:00:00,92.228,0.0,9.127948,252.89719
13,2022-07-24 12:00:00,88.988,0.0,8.304062,207.25525
14,2022-07-24 13:00:00,89.888,0.0,7.63535,211.82741
15,2022-07-24 14:00:00,89.618,0.0,7.651717,217.87505
16,2022-07-24 15:00:00,88.268,0.0,7.599218,222.61401
17,2022-07-24 16:00:00,86.108,0.0,7.119848,226.27295
18,2022-07-24 17:00:00,83.318,0.0,6.044041,231.009
19,2022-07-24 18:00:00,80.888,0.0,4.220763,237.99466
20,2022-07-24 19:00:00,76.928,0.0,1.7471529,230.19447
21,2022-07-24 20:00:00,75.308,0.0,2.2481573,264.2895
22,2022-07-24 21:00:00,74.858,0.0,2.1222045,341.56494
23,2022-07-24 22:00:00,74.408,0.0,1.803527,7.12493
