,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2022-06-19 05:00:00,54.5036,0.0,13.422,323.13004
1,2022-06-19 06:00:00,54.0536,0.0,12.976528,324.11777
2,2022-06-19 07:00:00,53.6036,0.0,13.735253,329.67648
3,2022-06-19 08:00:00,52.8836,0.0,12.852534,328.5232
4,2022-06-19 09:00:00,52.2536,0.0,12.23825,329.2159
5,2022-06-19 10:00:00,52.4336,0.0,11.305152,332.928
6,2022-06-19 11:00:00,54.2336,0.0,10.908673,331.8585
7,2022-06-19 12:00:00,55.043602,0.0,12.752862,338.38516
8,2022-06-19 13:00:00,56.7536,0.0,15.409343,350.81122
9,2022-06-19 14:00:00,58.8236,0.0,16.293285,351.31372
10,2022-06-19 15:00:00,60.9836,0.0,14.597175,344.89883
11,2022-06-19 16:00:00,63.3236,0.0,13.923415,336.3179
12,2022-06-19 17:00:00,65.5736,0.0,13.108897,334.7469
13,2022-06-19 18:00:00,67.6436,0.0,13.706075,333.8532
14,2022-06-19 19:00:00,69.0836,0.0,14.128563,336.68225
15,2022-06-19 20:00:00,69.7136,0.0,14.747243,337.71436
16,2022-06-19 21:00:00,69.623604,0.0,15.358922,347.38068
17,2022-06-19 22:00:00,69.4436,0.0,12.908866,351.02744
18,2022-06-19 23:00:00,67.7336,0.0,11.015947,336.0375
19,2022-06-20 00:00:00,65.2136,0.0,9.493423,325.56094
20,2022-06-20 01:00:00,63.9536,0.0,10.795698,325.9806
21,2022-06-20 02:00:00,62.3336,0.0,10.830407,321.70978
22,2022-06-20 03:00:00,60.4436,0.0,10.693234,322.65057
23,2022-06-20 04:00:00,58.913597,0.0,9.98915,325.954
