,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2022-03-19 21:00:00,62.086998,0.0,10.167897,309.64413
1,2022-03-19 22:00:00,61.007,0.0,9.629499,300.7354
2,2022-03-19 23:00:00,60.107002,0.0,9.517114,299.57773
3,2022-03-20 00:00:00,60.377,0.0,9.212529,299.0545
4,2022-03-20 01:00:00,59.297,0.0,9.312478,294.10223
5,2022-03-20 02:00:00,58.667,0.0,8.931207,292.06796
6,2022-03-20 03:00:00,58.487,0.0,8.503543,296.56497
7,2022-03-20 04:00:00,62.447002,0.0,7.5197816,300.37906
8,2022-03-20 05:00:00,67.217,0.0,8.441526,302.00534
9,2022-03-20 06:00:00,71.537,0.0,11.113185,310.10083
10,2022-03-20 07:00:00,74.867004,0.0,12.974599,313.6029
11,2022-03-20 08:00:00,77.837,0.0,13.76982,316.9749
12,2022-03-20 09:00:00,80.537,0.0,13.380925,321.78894
13,2022-03-20 10:00:00,82.337,0.0,14.123249,330.5929
14,2022-03-20 11:00:00,83.417,0.0,15.246103,337.5741
15,2022-03-20 12:00:00,80.987,0.0,16.14674,349.6242
16,2022-03-20 13:00:00,77.657,0.0,15.566049,352.5687
17,2022-03-20 14:00:00,73.517,0.0,13.607141,350.53775
18,2022-03-20 15:00:00,70.277,0.0,10.885712,350.53775
19,2022-03-20 16:00:00,69.19701,0.0,9.608688,347.90527
20,2022-03-20 17:00:00,67.937,0.0,7.7653227,348.3664
21,2022-03-20 18:00:00,66.407,0.0,6.4563713,345.9637
22,2022-03-20 19:00:00,64.967,0.0,6.729616,344.57776
23,2022-03-20 20:00:00,64.337,0.0,7.703859,334.17905
