,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2020-12-05 21:00:00,70.457,0.0,6.8035703,133.66785
1,2020-12-05 22:00:00,70.727005,0.0,8.23143,137.20262
2,2020-12-05 23:00:00,71.087,0.0,9.538123,140.7106
3,2020-12-06 00:00:00,71.177,0.0,12.189084,132.76881
4,2020-12-06 01:00:00,70.997,0.0,11.258579,139.02835
5,2020-12-06 02:00:00,71.177,0.0,11.906642,154.39786
6,2020-12-06 03:00:00,71.807,0.0,12.106697,163.90912
7,2020-12-06 04:00:00,72.977005,0.0,14.346479,169.21574
8,2020-12-06 05:00:00,74.777,0.0,14.346479,190.78426
9,2020-12-06 06:00:00,74.057,0.0,15.03457,226.80872
10,2020-12-06 07:00:00,75.677,0.0,14.922651,220.13542
11,2020-12-06 08:00:00,76.937,0.0,14.048644,232.76509
12,2020-12-06 09:00:00,77.477005,0.0,10.435072,239.0363
13,2020-12-06 10:00:00,78.827,0.0,10.968146,258.23172
14,2020-12-06 11:00:00,79.547005,0.0,13.015036,294.36243
15,2020-12-06 12:00:00,79.097,0.0,19.140408,315.47345
16,2020-12-06 13:00:00,76.667,0.0,19.005285,317.86246
17,2020-12-06 14:00:00,74.507,0.0,17.71896,313.97705
18,2020-12-06 15:00:00,72.257,0.0,17.958805,309.44003
19,2020-12-06 16:00:00,69.647,0.0,17.761272,310.91428
20,2020-12-06 17:00:00,68.657,0.0,17.086348,316.06082
21,2020-12-06 18:00:00,67.937,0.0,17.402653,316.04153
22,2020-12-06 19:00:00,66.857,0.0,15.846425,311.56625
23,2020-12-06 20:00:00,65.687,0.0,16.107952,307.66568
