,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2019-04-13 16:00:00,53.3183,0.0,3.72311,122.73522
1,2019-04-13 17:00:00,53.5883,0.0,4.440318,139.08571
2,2019-04-13 18:00:00,51.6083,0.0,4.7559276,138.81418
3,2019-04-13 19:00:00,53.5883,0.0,0.94907874,44.999897
4,2019-04-13 20:00:00,50.2583,0.0,1.5006253,26.564985
5,2019-04-13 21:00:00,50.6183,0.0,2.237,360.0
6,2019-04-13 22:00:00,52.7783,0.0,2.2031894,336.0375
7,2019-04-13 23:00:00,55.0283,0.0,3.8486803,324.46225
8,2019-04-14 00:00:00,58.7183,0.0,4.6116934,320.90613
9,2019-04-14 01:00:00,63.308296,0.0,4.911221,329.9315
10,2019-04-14 02:00:00,66.1883,0.0,7.7653227,348.3664
11,2019-04-14 03:00:00,65.8283,0.0,12.545163,356.93356
12,2019-04-14 04:00:00,65.378296,0.0,12.211643,8.426887
13,2019-04-14 05:00:00,65.4683,0.0,12.8135395,16.220268
14,2019-04-14 06:00:00,65.6483,0.0,12.309598,19.093594
15,2019-04-14 07:00:00,64.1183,0.0,12.672167,20.67451
16,2019-04-14 08:00:00,62.318302,0.0,11.7564945,21.194136
17,2019-04-14 09:00:00,60.4283,0.0,8.8127575,23.962492
18,2019-04-14 10:00:00,58.1783,0.0,5.524982,31.75944
19,2019-04-14 11:00:00,55.5683,0.0,5.0020843,26.564985
20,2019-04-14 12:00:00,52.7783,0.0,5.1499605,34.3804
21,2019-04-14 13:00:00,51.7883,0.0,4.7189565,31.429514
22,2019-04-14 14:00:00,50.4383,0.0,4.501876,26.564985
23,2019-04-14 15:00:00,48.548298,0.0,3.9067528,23.629398
