,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2022-10-08 15:00:00,59.5724,0.0,4.4290338,315.0001
1,2022-10-08 16:00:00,59.4824,0.0,4.906124,313.1524
2,2022-10-08 17:00:00,59.8424,0.0,4.6116934,309.09384
3,2022-10-08 18:00:00,58.8524,0.0,3.2262473,303.6901
4,2022-10-08 19:00:00,60.9224,0.0,5.0020843,333.43503
5,2022-10-08 20:00:00,62.2724,0.0,4.703023,357.27374
6,2022-10-08 21:00:00,62.4524,0.0,4.2561827,3.0127327
7,2022-10-08 22:00:00,62.5424,0.0,5.5924997,360.0
8,2022-10-08 23:00:00,63.982403,0.0,4.051379,6.3401003
9,2022-10-09 00:00:00,65.0624,0.0,2.3354967,16.699326
10,2022-10-09 01:00:00,66.0524,0.0,0.7074015,341.56494
11,2022-10-09 02:00:00,66.5924,0.0,0.6711,360.0
12,2022-10-09 03:00:00,67.402405,0.0,1.2046614,68.19853
13,2022-10-09 04:00:00,67.1324,0.023622049,6.056448,94.23632
14,2022-10-09 05:00:00,66.4124,0.03937008,6.9921904,97.35229
15,2022-10-09 06:00:00,65.0624,0.094488196,4.051379,83.659904
16,2022-10-09 07:00:00,63.6224,0.08661418,5.0020843,63.435013
17,2022-10-09 08:00:00,62.9024,0.07874016,5.5340323,75.96373
18,2022-10-09 09:00:00,62.5424,0.07086614,8.2769,90.0
19,2022-10-09 10:00:00,62.3624,0.062992126,11.04317,96.980965
20,2022-10-09 11:00:00,62.5424,0.07086614,12.384579,106.798454
21,2022-10-09 12:00:00,60.6524,0.11811024,4.0328093,19.440128
22,2022-10-09 13:00:00,61.1024,0.03543307,1.4323789,38.65983
23,2022-10-09 14:00:00,61.9124,0.031496063,6.814594,156.80138
