,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2021-07-03 23:00:00,59.822598,0.0,2.1222045,108.43504
1,2021-07-04 00:00:00,62.1626,0.0,2.062412,102.5288
2,2021-07-04 01:00:00,60.5426,0.003937008,1.5817978,135.0001
3,2021-07-04 02:00:00,61.1726,0.007874016,1.304384,149.03632
4,2021-07-04 03:00:00,58.7426,0.003937008,0.8948,90.0
5,2021-07-04 04:00:00,59.0126,0.007874016,0.9223387,104.03627
6,2021-07-04 05:00:00,59.372597,0.003937008,1.803527,150.2552
7,2021-07-04 06:00:00,60.092598,0.015748031,0.94907874,135.0001
8,2021-07-04 07:00:00,61.4426,0.0,0.9223387,104.03627
9,2021-07-04 08:00:00,62.5226,0.0,1.1185,36.86999
10,2021-07-04 09:00:00,67.472595,0.0,2.0256896,83.659904
11,2021-07-04 10:00:00,71.972595,0.0,1.2654383,135.0001
12,2021-07-04 11:00:00,74.222595,0.0,1.9112936,159.44388
13,2021-07-04 12:00:00,67.1126,0.0,3.613984,158.19853
14,2021-07-04 13:00:00,67.6526,0.0,4.787389,127.40543
15,2021-07-04 14:00:00,68.9126,0.0,6.1710396,136.46873
16,2021-07-04 15:00:00,69.0926,0.0,3.796315,135.0001
17,2021-07-04 16:00:00,68.7326,0.0,3.1635957,98.13002
18,2021-07-04 17:00:00,68.5526,0.0,3.1793742,129.28938
19,2021-07-04 18:00:00,65.8526,0.0,4.3434687,124.50858
20,2021-07-04 19:00:00,62.5226,0.0,1.8446774,104.03627
21,2021-07-04 20:00:00,61.2626,0.0118110245,1.7896,90.0
22,2021-07-04 21:00:00,60.0026,0.023622049,0.8948,90.0
23,2021-07-04 22:00:00,59.1926,0.03543307,1.304384,329.03632
