,date,temperature_2m,precipitation,wind_speed_10m,wind_direction_10m
0,2021-03-27 21:00:00,74.597,0.0,21.919176,345.8219
1,2021-03-27 22:00:00,73.607,0.0,23.140789,343.1415
2,2021-03-27 23:00:00,72.437,0.0,24.34119,342.8972
3,2021-03-28 00:00:00,71.087,0.0,24.011045,338.69412
4,2021-03-28 01:00:00,70.277,0.0,23.970371,337.50348
5,2021-03-28 02:00:00,69.647,0.0,23.885672,337.99924
6,2021-03-28 03:00:00,69.287,0.0,24.011045,338.69412
7,2021-03-28 04:00:00,70.187,0.0,25.922188,338.74942
8,2021-03-28 05:00:00,71.177,0.0,26.878466,337.49014
9,2021-03-28 06:00:00,72.077,0.0,26.553482,336.67462
10,2021-03-28 07:00:00,72.797005,0.0,26.529915,335.59604
11,2021-03-28 08:00:00,73.607,0.0,26.623121,335.15762
12,2021-03-28 09:00:00,73.787,0.0,26.411762,333.86905
13,2021-03-28 10:00:00,73.607,0.0,26.711317,333.6496
14,2021-03-28 11:00:00,73.067,0.0,26.411762,333.86905
15,2021-03-28 12:00:00,72.437,0.0,24.710499,333.667
16,2021-03-28 13:00:00,71.177,0.0,24.813564,334.35904
17,2021-03-28 14:00:00,69.557,0.0,24.015213,334.62848
18,2021-03-28 15:00:00,68.477005,0.0,22.110117,332.91653
19,2021-03-28 16:00:00,68.027,0.0,20.609556,332.87878
20,2021-03-28 17:00:00,67.847,0.0,19.609192,332.8504
21,2021-03-28 18:00:00,67.847,0.0,19.00792,333.43503
22,2021-03-28 19:00:00,67.667,0.0,18.908937,334.0413
23,2021-03-28 20:00:00,67.847,0.0,19.217379,335.22488
