"","sibs","age","incom16","pasei10","masei10","granborn","reg16east_south_atlantic","reg16foreign","reg16middle_atlantic","reg16mountain","reg16new_england","reg16pacific","reg16south_atlantic","reg16west_north_central","reg16west_south_central","res16in_a_large_city_(over_250,000)","res16in_a_medium-size_city_(50,000-250,000)","res16in_a_small_city_or_town_(under_50,000)","res16in_a_suburb_near_a_large_city","res16in_open_country_but_not_on_a_farm"
"664",1,68,2,37.6,38.8,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"667",3,74,2,19.6,13.2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"669",5,80,3,30.9,84.2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"670",1,47,3,50.4,12.6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"673",1,45,4,69.3,57.8,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"674",3,70,4,73.9,71.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"675",2,78,4,41,43,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"677",3,53,4,59.1,38.3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"680",3,52,2,62.6,46.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"683",7,44,4,37.6,82.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"684",1,24,3,18.6,12.6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"686",1,57,3,84.5,25.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"688",7,67,5,82.5,82.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"689",2,32,1,19.6,82.5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"691",3,41,3,14,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"692",7,37,3,59.1,19.7,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"694",2,86,1,71,12.6,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"695",1,41,4,85.2,24.2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"697",1,21,3,25.2,35.8,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"699",4,55,3,67.7,54.6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"700",1,29,4,86.5,71.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"702",2,28,4,39.2,20.7,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"706",1,27,3,20.7,38.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"709",2,72,3,19,26.8,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"711",6,57,2,84.5,87.3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"713",3,60,4,62,80.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"714",1,20,3,64.5,24.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"719",4,46,4,73.5,82.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"721",1,72,3,57.5,38.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"722",3,61,3,89.3,37.2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"726",2,79,2,23.2,38.3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"728",4,73,3,25.2,19.6,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"729",1,37,4,67.7,76.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"730",2,32,3,13.6,32.6,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"731",4,49,3,85.2,61.4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"733",3,38,4,18.6,84.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"736",5,60,2,39.9,39.9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"741",2,45,2,26.5,26.5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"742",2,66,2,43.8,38.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"745",6,75,3,77.4,60.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"753",2,59,4,75.5,82.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"754",1,31,3,67.7,59.1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"761",2,25,4,56.9,62.9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"762",5,68,2,53.7,31.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"763",1,38,1,25.2,24.2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"764",1,22,4,83.8,67.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"766",1,35,1,21.6,21.6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"768",2,49,4,68,82.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"771",2,40,3,86.8,67.7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"780",1,69,3,62,34.8,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"781",1,78,3,58.1,80.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"783",4,66,2,62,72.5,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"784",1,21,3,53.6,37.6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"786",1,62,3,52.1,39.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"788",0,37,1,62.6,37.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"789",5,68,3,50.4,43,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"790",2,39,4,80.9,82.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"791",1,42,2,20.7,13.2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"792",3,37,3,26.5,26.5,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"794",3,69,3,44.9,13.2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"797",2,64,1,39.9,21.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"800",6,55,3,20.7,24.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"804",2,77,3,65.1,39.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"805",1,56,3,25,38.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"806",1,56,3,38.3,58.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"807",3,19,2,23.3,24.2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"809",4,41,3,28.7,38.8,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"814",1,40,3,57.5,38.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"821",2,54,4,62.7,46.6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"823",3,66,3,50.4,61.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"824",3,54,4,48.8,24.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"827",3,32,3,67.7,38.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"828",5,67,1,39.7,26.8,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"831",3,39,1,51.5,26.8,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"832",3,28,3,61.2,39.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"833",3,60,3,45.1,15.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"836",3,57,2,45.4,24.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"839",5,55,2,31.2,71.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"840",3,60,4,84.5,38.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"841",3,79,3,25,38.8,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"842",1,41,2,62.6,45.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"846",1,28,4,85.2,89.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"847",2,42,2,28.7,62.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"848",3,36,2,39.7,43,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"850",3,60,2,38.3,28.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"851",2,59,4,67.7,38.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"852",1,22,4,85,81,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"856",1,22,4,89.3,41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"862",3,58,3,20.7,84.2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"863",1,37,2,65.3,82.5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"864",0,20,4,73.4,87.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"865",2,64,2,57.5,35.8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"867",1,65,3,89.3,39.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"868",2,39,4,76.3,84.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"869",2,54,4,73.9,70.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"871",1,76,2,35.2,13.6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"872",3,68,3,26.8,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"874",5,63,2,67.7,67.7,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"875",2,21,3,76.3,71.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"878",3,34,3,62.9,80.9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"880",2,32,3,86.1,21.8,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"882",2,76,3,31.2,39.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"887",2,53,3,43.8,56.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"892",0,51,3,50.4,20.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"893",4,54,3,77,59.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"894",3,75,2,31.6,13.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"898",13,75,2,24.2,12.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"903",7,57,2,53.6,38.3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"904",1,33,3,43,61.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"905",4,59,3,56.9,38.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"910",3,70,2,23.3,38.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"912",9,42,2,27.2,31.6,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"917",0,75,3,24.6,19.6,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"921",2,21,3,46,38.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"922",2,44,4,48.8,38.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"934",4,62,3,50.4,38.8,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"951",1,38,1,18.6,24.2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"952",0,50,3,69.3,20.8,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"954",2,42,4,43,32.6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"955",2,50,3,69.3,80.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"956",5,34,2,20.7,19.6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"959",2,23,1,76.3,38.3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"960",2,34,3,73.9,26.8,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"962",1,36,3,67.7,92,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"964",1,81,4,66.1,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"965",1,57,4,85.2,80.9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"968",3,49,3,83.8,23.8,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"969",2,50,3,67.7,35.8,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"977",5,32,4,27,19.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"979",3,41,3,52.5,80.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"983",4,20,3,23.3,14,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"984",1,82,2,39.9,12.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"990",4,84,3,23.3,12.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"996",3,23,2,25.2,12.6,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"998",3,60,3,50.4,38.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"999",4,62,3,28.4,13.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1002",2,47,3,26.8,35.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1009",3,35,4,26.8,31.6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1011",3,69,3,32,13.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1012",2,22,2,28.7,41.1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1013",1,36,3,69.3,46.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1023",0,39,3,60.3,60.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1024",3,53,4,23.3,26.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1027",4,74,2,28.7,13.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1028",3,23,3,23.3,77.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1031",9,60,4,57.5,19.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1032",1,58,3,57.5,38.8,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1034",4,76,2,57.8,19.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1036",3,31,3,69.3,77.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1038",1,18,1,81.6,84,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1043",3,25,3,57.3,39.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1045",2,23,3,18.6,12.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1046",6,55,4,77.4,35.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1047",2,35,3,19.7,57.8,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1049",8,71,3,32.8,59.8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1051",3,59,4,41,26.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1052",4,25,2,41,13.6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1055",1,29,2,20.7,12.6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1056",3,47,2,18.8,37.6,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1058",0,47,1,28.5,26.5,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1066",2,37,3,57.8,79.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"1069",1,62,3,34.6,39.7,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1071",3,61,3,80.9,80.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1072",1,43,3,92.8,31.9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1074",0,82,4,46.5,80.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1075",1,56,3,71.8,80.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1082",4,25,3,57.5,38.8,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1085",2,44,3,43,31.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1087",1,36,1,28.5,20.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1089",6,34,3,28.7,80.9,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1094",1,72,4,81.5,53.9,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1095",3,44,2,69.3,82.5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1097",1,21,5,89.1,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1098",2,44,2,32,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1102",1,26,3,59.8,84.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1103",5,54,3,92,38.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1104",0,36,4,83.8,83.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1112",1,64,3,62.6,80.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1114",8,23,3,20.9,24.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1117",2,67,3,25,37.2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1119",1,42,3,32,38.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1120",5,60,3,77.4,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1121",3,66,4,39.2,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1122",8,51,3,69.4,80.9,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1123",1,39,4,91.1,65.3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1126",3,85,4,39.9,80.9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1128",4,70,2,57.8,21.6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1130",5,72,3,41,13.6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1131",3,41,4,25,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1136",2,69,3,24.6,26.8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1137",2,30,2,81,38.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1141",4,61,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1142",17,18,3,32.6,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1144",1,78,4,67.7,80.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1148",12,22,2,59.1,56.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1152",4,50,2,25,39.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1153",2,75,3,32,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1155",1,25,2,25.2,76.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1158",2,64,2,65.3,26.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1165",1,51,3,62.9,35.8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1169",1,52,1,31.2,38.8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1173",2,41,3,32,80.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1180",2,55,4,43,23.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1181",1,71,4,59.1,76.7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1183",2,82,4,68.6,80.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1187",1,55,3,46,76.7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1197",2,39,2,69.3,50.7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1198",1,33,3,60.3,39.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1200",1,21,4,87.9,86.1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1201",3,22,3,87.9,80.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1206",1,55,4,24.6,25,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1209",2,37,4,65.3,84.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1212",5,73,2,32,12.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1214",1,80,2,31.2,13.6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1215",2,47,3,89.3,23.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1216",1,54,4,50.4,60.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1222",0,35,3,58.4,19.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1225",3,63,4,92.8,84.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1227",2,58,3,62,46.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1230",2,75,5,67.7,82.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1231",2,49,3,91.1,83.4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1233",1,46,4,39.2,92.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1240",3,56,3,76.3,39.7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1246",6,40,3,28.7,46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1248",5,71,3,62,39.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1249",1,53,3,57.4,80.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1250",1,41,3,21.5,38.8,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1252",1,38,3,43,26.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1253",1,43,3,59.1,76.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1254",12,58,2,32,23.8,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1256",3,38,1,50.4,33.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1263",1,36,3,50.4,80.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1266",2,71,2,50.4,13.2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1267",8,40,3,61.4,77.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1268",8,43,3,28.4,24.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1272",8,33,3,59.1,84.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1276",1,52,3,43.5,31.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1277",6,55,3,28.7,76.3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1287",1,54,2,39.9,41.1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"1288",1,23,3,50.4,84.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"1290",3,26,4,87.9,37.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1291",1,42,2,20,46.6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1292",3,73,2,27.7,43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1294",1,32,5,87.9,86.1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1296",7,21,3,39.9,39.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1297",3,60,3,32,12.6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1304",6,57,3,28.4,38.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1305",1,36,3,65.3,60.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1308",3,41,4,91.1,80.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1310",3,72,1,23.3,12.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1311",6,27,2,57.5,73.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1313",3,33,4,83.8,87.3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1314",1,23,4,75.6,37.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1315",8,74,3,25.2,22.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1316",1,20,2,83.8,38.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1318",8,42,4,45.4,37.6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1319",3,33,3,69.3,80.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1320",4,66,3,67.7,46.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1321",1,41,3,62.9,28.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1323",2,74,2,57.5,33.4,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1324",2,46,3,62,38.3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1325",2,44,3,57.4,38.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1326",3,42,3,82.5,82.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1327",3,45,5,67.7,53.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1328",1,38,3,33.2,61.4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1329",1,46,2,80.9,80.9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1331",2,22,4,69.3,56.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1332",1,42,3,73.9,80.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1334",1,38,4,69.3,41.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1338",3,46,3,26.8,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1340",5,78,3,50,38.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1348",3,58,3,38.3,26.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349",3,51,4,30.1,65.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1350",3,30,1,25,24.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1351",11,28,4,89.3,43,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1353",4,32,2,14,39.7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1354",1,50,5,23.3,26.5,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1357",1,32,2,32,38.3,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1358",2,33,3,25.2,69.3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1362",3,38,3,65.3,46.6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1364",2,57,3,65.3,44.9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1365",3,37,2,13.6,13.6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1379",2,33,3,12.6,21.6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1386",7,60,3,65.3,38.8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1387",6,67,2,23,12.6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1390",5,60,4,92,92,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1393",3,24,3,32,24.6,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1394",1,31,3,81,60.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1397",2,45,3,62.7,39.7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1398",2,73,4,67.7,38.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1399",1,67,3,27,84.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1401",2,79,2,38.3,13.6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
