"","sibs","age","incom16","pasei10","masei10","granborn","reg16east_south_atlantic","reg16foreign","reg16middle_atlantic","reg16mountain","reg16new_england","reg16pacific","reg16south_atlantic","reg16west_north_central","reg16west_south_central","res16in_a_large_city_(over_250,000)","res16in_a_medium-size_city_(50,000-250,000)","res16in_a_small_city_or_town_(under_50,000)","res16in_a_suburb_near_a_large_city","res16in_open_country_but_not_on_a_farm"
"2099",4,60,3,20.7,30.9,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2107",2,26,2,28.7,12.6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2110",1,65,2,35.3,13.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2112",3,55,4,36.2,21.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2116",3,69,3,31.2,35.8,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2117",2,70,3,67.7,37.2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2120",11,68,3,66.4,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2123",2,70,2,46.5,35.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2125",2,36,4,61.2,38.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2126",2,68,2,57.8,38.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2128",1,57,4,57.8,35.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2129",2,79,3,58.4,36.4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2130",5,69,2,53.6,32.6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2131",1,66,3,84.5,38.3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2141",6,73,1,59,46.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2142",9,71,1,32,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2143",1,68,4,85.2,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2144",1,69,2,14,38.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2150",5,33,4,62,25.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2152",5,81,1,39.9,46.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2154",1,45,3,28.7,76.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2155",4,42,1,17.1,17.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2156",4,34,4,67.7,24.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2159",1,30,3,26.8,28.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2165",2,83,3,80.1,84.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2166",1,81,3,43,37.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2167",4,74,2,32,21.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2169",3,62,3,48.3,32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2170",3,41,3,77.4,39.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2171",1,19,4,60.2,87.9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2172",1,31,4,84.5,80.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2173",1,20,4,74.6,80.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2177",1,29,2,59.1,38.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2178",1,20,4,43,29.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2185",4,80,4,22.9,26.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2187",3,56,3,82.5,80.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2188",2,38,3,59.1,45.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2189",2,60,3,72.5,82.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2190",1,75,3,68,84.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2191",0,41,3,67.7,23.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2192",2,62,2,27.7,39.2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2193",3,29,3,71.8,21.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2195",7,76,3,25,35.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2199",8,75,1,25.2,38.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2200",1,64,4,62,76.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2201",2,81,3,23.8,26.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2202",2,63,3,35.8,39.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2206",1,19,3,39.9,84.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2208",3,73,2,14,26.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2210",1,45,3,20.5,20.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2215",1,62,3,65.3,13.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2216",1,44,3,46.6,62.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2221",5,61,3,32,80.9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2222",1,40,3,65.3,38.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2223",1,19,3,75.2,54.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2225",4,71,3,46,26.8,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2228",2,44,2,39.9,24.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2232",2,47,3,20.9,13.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2234",1,44,2,41,21.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2242",6,72,3,53.6,26.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2243",1,48,4,65.3,37.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2246",9,68,2,24.1,26.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2247",4,64,2,36.4,13.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2248",2,21,2,25.2,26.8,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2251",1,30,3,38.4,46.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2254",9,61,1,39.9,13.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2255",4,35,5,36.2,12.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2259",14,61,1,39.9,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2261",1,67,3,33.9,12.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2263",1,65,3,31.6,21.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2264",4,65,3,18.6,35.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2270",5,63,3,39.8,13.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2278",3,68,3,39.7,38.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2283",1,34,3,38.8,21.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2291",2,70,3,43,39.7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2294",4,35,3,32,46.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2304",3,70,2,41,35.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2308",5,44,4,26.8,46.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2314",0,32,2,29.6,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2315",0,63,4,46,61.4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2316",13,33,2,83.8,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2317",1,68,2,65.3,13.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2321",2,25,3,79.3,38.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2322",2,26,3,31.1,24.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2331",10,55,3,14,12.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2335",2,65,3,59.8,38.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2336",3,27,4,92.8,92.8,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2337",1,43,3,35.3,80.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2340",2,71,3,31.6,46.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2341",2,68,4,32,24.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2343",1,31,3,36.4,84.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2346",1,38,3,82.5,38.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2348",4,27,2,87.9,36.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2349",2,48,3,36.4,24.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2353",2,82,2,27,13.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2354",2,82,3,53.6,35.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2356",3,65,3,53.6,62.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2357",1,39,3,82.5,80.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2364",2,53,3,62.6,33.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2367",1,47,3,32,39.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2368",1,50,3,38.3,38.8,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2372",3,66,3,39.7,15.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2376",1,63,3,39.7,39.7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2381",5,58,3,52.3,43,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2382",2,19,4,77.4,61.4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2383",2,69,2,67.7,77.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2384",2,43,3,83.8,84.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2386",2,52,3,46.5,57.5,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2387",2,49,3,70.3,87.3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2388",5,65,2,67.8,59.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2391",1,56,2,81.6,39.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2392",0,71,5,52.5,62.7,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2393",3,47,5,30.8,34.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2394",2,41,4,71.8,38.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2396",2,59,5,76.3,84.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2401",4,71,1,38.2,13.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2402",2,71,1,84,38.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2403",2,64,4,81,38.3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2405",1,59,4,83.8,38.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2410",4,76,2,39.9,28.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2414",5,70,3,26.9,84.2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2421",1,44,3,20.7,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2422",11,70,3,62,19.6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2425",1,35,3,18.6,23.3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"2428",1,23,3,82.5,39.7,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2430",1,37,2,73.4,88,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2450",4,66,3,83.8,84.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2451",8,69,2,26.1,18.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2455",10,59,2,12.6,15.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2458",4,30,2,34.7,32.6,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"2459",6,59,3,32,38.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2462",1,31,2,32,12.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2463",4,69,3,53.6,59.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2470",2,33,3,65.3,60.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2471",2,79,2,82.7,39.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2473",2,81,2,50.4,35.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2475",2,73,2,14,20.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2476",2,30,3,32.7,23.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2480",6,70,3,39.9,13.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2486",4,69,3,59.1,80.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2489",2,69,3,26.8,26.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2490",11,32,3,82.5,84.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2491",2,77,3,43,61.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2494",4,68,1,20.7,12.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2497",5,84,3,39.9,14,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2501",8,46,3,77.4,19.6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2506",0,28,4,58.4,67.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2510",2,79,2,41.1,39.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2511",0,65,2,32,13.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2512",4,64,2,39.9,38.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2520",1,31,3,50.4,50.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2523",7,18,3,62.9,20.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2524",3,20,3,50.4,50.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2526",5,21,3,50.4,20.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2527",1,36,3,82.5,80.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2530",1,42,4,31.2,50,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2531",4,22,2,23.3,20.7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2533",1,24,1,32,25.7,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"2535",2,78,3,34.1,31.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2537",2,70,3,33.7,81,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2544",1,27,2,61.2,65.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2549",2,34,4,92.8,56.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2553",1,63,3,43,21.6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2555",3,79,3,92.8,38.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2561",1,40,1,28.7,33.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2562",2,52,3,32,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2564",2,38,3,61.2,80.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2567",1,39,4,53.8,38.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2568",5,67,3,32,39.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2569",4,48,1,14,39.9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2570",0,60,3,80.9,38.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2575",3,72,3,43,24.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2581",4,39,1,25.2,31.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2583",1,54,3,31.4,52,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2585",2,55,3,38.8,46.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2587",1,21,3,65.3,26.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2588",3,75,2,52.5,39.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2590",3,75,3,35.8,39.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2593",5,72,3,59.1,13.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2595",1,47,2,59.1,52,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2597",1,52,3,32,38.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"2598",3,65,2,46.5,18.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2601",2,25,3,26.8,38.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2602",2,73,3,46,26.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2603",1,56,4,39.7,35.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"2604",3,43,2,34.1,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2606",4,67,3,32,20.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2607",2,40,2,32,25.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2608",3,64,3,46.6,84.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2609",1,59,3,41.8,38.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2612",6,83,3,28.7,46.6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2614",5,80,2,33.9,39.7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2615",4,72,2,31.2,39.7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2617",5,68,2,24.6,19.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2619",4,26,4,76.3,21.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2621",3,52,2,65.1,67.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2623",4,23,2,19.2,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2624",3,31,3,41,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2625",11,72,3,25.4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2627",2,31,3,71.8,25.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2628",2,40,4,65.3,87.9,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2640",2,42,3,45.4,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2642",1,43,2,85.2,57.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2647",9,66,1,14,39.9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2649",1,47,2,20.7,21.6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2651",2,52,2,26.8,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2653",2,42,3,82.5,80.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2654",2,35,2,50.4,38.8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2658",8,48,2,25,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2661",2,48,4,91.1,80.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2662",2,28,4,67.7,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2663",4,26,5,86.5,86.6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2664",1,61,5,65.3,67.7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2669",1,20,4,56.9,38.8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2670",1,77,5,87.6,59.1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2671",3,54,3,27.2,26.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2672",2,36,4,73.6,84.2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2673",5,68,3,23.3,23.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2675",0,70,2,62,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2676",2,42,4,32,19.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2678",0,43,3,52.5,84.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2679",4,27,3,43,18.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2685",1,33,3,14,12.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2686",2,45,3,52.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2688",1,36,4,68.6,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2689",1,55,4,26.8,26.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2693",1,69,3,27.1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2698",3,68,3,67.7,21.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2702",2,87,5,26.8,39.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"2703",1,68,3,58.4,38.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2707",1,42,2,27.4,46.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2709",2,61,3,25.1,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2710",5,73,2,28.7,13.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2712",2,51,3,26.8,21.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2713",1,61,3,75.5,38.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2714",4,75,3,28.1,38.1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2715",1,75,2,39.9,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2716",6,66,2,25,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2723",2,79,3,23.3,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2728",2,60,3,26.8,15.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2731",1,84,3,37.6,38.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2732",3,64,3,27.6,71.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2733",1,48,2,26.8,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2736",3,67,3,52.4,58.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2737",2,53,3,32,25.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2740",1,59,3,52.3,26.5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2745",1,61,2,60.1,80.9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2748",4,71,2,46.6,13.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2750",2,42,3,67.7,35.8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2753",5,66,3,45.4,13.2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2754",4,59,3,28.1,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2755",5,20,3,24.2,24.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2757",2,58,3,46.5,39.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2758",5,60,1,58.1,26.9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2760",3,27,4,73,80.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2761",1,23,3,43,69.3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2762",1,45,3,32,38.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2763",4,59,3,46,24.2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2765",2,83,2,35.3,19.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2767",1,42,2,39.9,24.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2769",0,31,2,25.2,76.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2771",3,50,3,56.9,38.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2772",2,41,3,55.3,28.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2773",2,60,3,50.4,25.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2777",2,67,2,39.9,38.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2778",3,29,3,87.6,25.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2780",2,42,3,43,46.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2781",2,42,3,43,24.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2782",1,45,3,21.5,92.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2783",3,49,2,39.9,60.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2784",1,52,3,18.8,69.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2787",1,48,4,23.3,44.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2788",5,45,3,26.8,26.1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2789",1,32,3,20.7,38.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2793",1,34,2,39.9,37.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2794",3,31,5,92.8,26.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2796",4,39,2,62.6,80.9,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2800",2,59,3,75.5,38.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2802",2,44,2,86.1,26.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2803",1,28,2,25.2,80.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2806",3,69,2,39.9,26.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2808",2,68,4,92,39.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2811",2,40,3,20.7,73.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2813",5,81,4,91.1,80.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2821",5,55,2,65.1,21.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2824",2,38,4,28.6,37.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2827",3,36,4,69.3,39.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2828",2,65,3,65.1,38.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2830",1,34,4,75.5,71.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2834",0,21,3,83.8,39.7,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0
